income,fixed_expenses,variable_expenses,total_expenses,savings_goal,lifestyle_score,savings
91266.36,26846.82,3678.94,30525.77,17133.96,1.76,44765.5
92638.15,22055.85,35772.92,57828.77,23657.25,7.67,37958.66
94675.76,28357.14,16369.71,44726.85,28968.62,7.24,41982.64
80968.26,18302.97,7219.82,25522.79,9737.98,3.26,46077.38
36424.88,10257.18,3342.85,13600.03,7555.9,3.28,22340.06
105835.79,31397.91,40797.41,72195.32,32819.96,6.66,27099.34
36341.37,12370.26,13391.11,25761.36,7484.77,7.86,7742.32
72565.89,17244.38,23701.93,40946.31,12319.94,8.89,32901.98
46143.1,17122.54,21537.59,38660.12,7491.03,8.67,8883.33
63396.54,17302.91,17378.55,34681.46,10755.64,9.68,24865.17
73219.06,21230.39,25662.22,46892.61,17086.54,6.23,18262.49
73033.93,26470.38,31745.19,58215.57,4919.58,9.18,16096.18
75548.02,23962.05,26472.57,50434.62,13234.27,8.28,24146.44
105342.78,27175.16,49015.27,76190.43,22968.3,9.05,26427.42
76338.36,21745.33,3809.81,25555.14,21655.6,1.1,46950.9
58896.08,15386.62,31478.9,46865.52,12388.29,9.69,11121.51
89102.18,27788.27,24925.91,52714.18,29117.09,5.26,37902.5
94736.76,24588.44,21488.0,46076.44,17343.75,8.18,51224.63
34309.8,11436.2,2166.45,13602.65,8569.56,2.14,24165.51
79935.0,25257.12,8426.23,33683.35,4412.21,4.56,36534.73
82529.32,19144.57,7898.67,27043.23,10093.6,3.44,37819.99
57560.91,14919.52,7124.3,22043.82,17262.31,3.62,27046.67
99392.67,24473.08,4179.05,28652.13,22561.84,2.11,73551.02
61248.61,16812.42,16474.07,33286.49,20312.14,8.25,24521.59
68139.41,21271.61,3729.42,25001.03,18716.04,1.08,48416.23
60673.2,19559.95,12508.43,32068.38,11246.57,3.81,17654.7
65389.48,22749.17,3475.65,26224.82,18969.64,2.57,40893.54
37593.12,9180.9,5177.13,14358.04,6888.39,6.3,15484.06
28998.73,11488.25,2457.34,13945.6,4360.31,3.29,15004.57
104862.63,28232.2,18989.17,47221.37,6997.6,3.33,46134.22
43825.97,11723.56,9446.08,21169.64,13695.26,5.4,26839.65
40215.19,13793.37,16497.07,30290.43,7038.68,6.87,9483.35
15000.0,5181.02,2006.41,7187.43,3489.34,2.09,9367.17
49025.96,14174.45,6996.25,21170.7,5004.75,2.58,14523.67
31922.76,11253.67,2195.14,13448.8,9440.32,3.22,18322.89
106050.38,39761.78,41065.13,80826.91,31333.95,9.76,19760.83
90245.43,33110.79,24482.34,57593.13,17615.94,4.57,24632.9
47796.24,9828.03,7582.04,17410.08,12313.04,6.39,31570.3
121310.9,44463.42,16759.45,61222.87,25123.93,3.17,39599.85
89544.14,31866.59,16088.87,47955.46,19239.94,5.41,26404.67
56879.22,18924.64,3249.81,22174.45,18059.86,1.67,24993.81
15000.0,5504.4,1132.77,6637.17,5124.81,1.31,8592.27
122273.56,47983.78,27724.5,75708.28,19500.68,5.22,31604.81
30260.69,8959.56,6881.42,15840.98,4538.03,4.59,12556.32
23865.03,4214.69,2976.6,7191.28,3203.51,2.23,13759.57
90564.26,25811.85,26762.68,52574.53,25271.38,7.19,29980.44
125993.81,27281.69,64413.44,91695.13,33734.38,9.94,20258.03
99606.82,25155.14,27018.59,52173.74,6210.29,4.56,33916.89
79097.73,24123.74,30510.66,54634.4,6048.39,6.62,17129.77
79868.86,20303.91,39789.42,60093.33,19322.56,9.67,11162.46
86335.39,29971.88,28655.54,58627.41,11324.97,8.48,14298.05
83973.21,29703.68,11584.01,41287.69,6409.06,5.17,35983.06
72029.79,19984.88,11992.91,31977.79,12422.86,7.64,26509.9
67605.03,24962.68,4250.3,29212.98,21094.95,2.15,45365.11
63435.17,13562.89,12003.68,25566.57,10182.36,5.61,33383.02
46150.89,16766.56,4328.3,21094.86,12216.72,3.51,19003.75
57983.12,20964.9,4330.09,25294.99,18716.78,2.45,25438.32
22676.08,6923.59,2248.16,9171.75,2218.7,4.84,10209.74
62541.51,15645.18,5378.12,21023.31,14440.06,2.18,31283.58
40285.22,10464.11,7635.65,18099.77,12628.04,7.29,24960.88
37410.27,13722.25,9261.04,22983.28,3906.58,5.11,9377.5
69497.35,24968.91,13527.11,38496.02,23869.06,5.78,21052.37
99800.06,26784.57,11094.6,37879.17,15931.51,2.32,62812.08
87957.92,27816.28,10490.49,38306.77,10471.55,2.26,57770.33
25737.48,6049.81,3649.19,9699.0,7676.85,6.25,16082.24
40259.3,11772.4,23899.46,35671.86,7373.73,9.87,2769.05
88519.28,34361.08,7523.66,41884.73,22197.15,1.87,51444.55
40437.82,10025.23,3075.59,13100.82,7873.32,3.57,29012.98
59384.17,24166.11,17313.2,41479.31,14686.04,8.83,12219.21
78751.3,28644.11,7538.26,36182.37,4396.21,1.65,24180.21
40791.39,15640.9,15685.23,31326.13,6126.54,8.88,8594.68
67634.39,16709.02,12709.17,29418.19,16870.98,5.72,24259.67
31649.36,8626.61,7989.11,16615.72,4599.15,4.67,12507.44
49965.81,10077.32,9291.17,19368.49,14241.41,3.79,18659.14
72994.55,25069.43,13117.85,38187.27,24558.46,3.67,31483.19
25175.16,8238.11,5145.83,13383.94,1746.56,3.75,5818.22
76011.87,17072.12,34518.01,51590.12,23295.1,8.96,19306.13
64509.06,22963.45,15093.91,38057.36,6465.37,7.51,28532.59
78812.25,21335.97,23794.89,45130.86,25749.59,7.03,29482.9
70597.85,15941.31,30973.34,46914.65,23586.16,8.19,25844.12
99103.51,27676.17,8767.54,36443.72,21630.26,3.31,57122.52
68130.61,15114.03,12062.07,27176.1,13092.98,6.56,40509.55
54264.86,13376.35,7362.14,20738.49,14735.78,5.14,26378.57
68057.44,18632.66,15132.74,33765.4,21973.46,8.04,23777.13
78582.45,28470.38,7152.02,35622.4,8981.22,3.78,32392.58
66221.5,23222.74,24387.59,47610.33,11376.47,6.79,11351.03
66014.79,19417.45,30976.06,50393.52,11564.54,8.94,9141.27
47450.21,16424.22,5328.91,21753.13,14519.44,4.62,19857.21
48427.48,14805.12,3442.25,18247.37,4243.49,1.6,22434.41
29934.87,8087.35,7546.92,15634.27,7197.1,5.64,11495.5
108739.42,37230.54,14032.96,51263.5,17040.07,4.11,48441.33
33903.42,11023.4,7218.17,18241.56,10889.0,7.05,14720.4
47677.37,16020.85,14178.14,30198.99,7227.44,9.56,12372.96
47039.82,15613.11,12657.33,28270.43,16355.8,5.37,18757.14
87373.11,29398.84,14612.78,44011.62,4656.87,5.2,48597.65
57626.26,16029.4,12296.69,28326.09,7097.52,6.89,22999.17
96193.55,35954.41,3233.89,39188.3,18016.73,1.93,51829.21
48162.73,11439.49,8809.34,20248.82,5876.69,3.28,26799.44
71974.85,26718.73,33253.92,59972.64,19154.92,9.27,8414.63
44116.32,12274.56,11373.08,23647.64,12926.52,7.03,13127.53
118628.73,26869.0,8307.61,35176.61,30695.72,1.12,60327.8
35310.04,11167.88,3071.46,14239.34,11991.02,2.84,11110.65
72745.52,19775.48,23792.57,43568.05,13799.69,7.15,29637.9
80844.42,29775.17,20433.67,50208.84,28080.14,7.88,20284.97
75344.98,21485.26,21506.57,42991.82,6715.33,8.56,34663.0
60367.81,19796.05,12357.72,32153.77,18456.19,3.63,26070.9
61754.48,15965.87,29835.81,45801.69,3783.92,9.38,14508.8
66095.29,16372.42,12576.44,28948.87,13887.23,5.98,42147.37
61324.95,16219.13,10734.13,26953.26,12065.22,7.27,28111.05
89096.98,28454.64,19425.63,47880.27,27370.97,6.37,25655.88
120263.08,40389.19,12895.56,53284.75,31413.33,2.1,79753.29
51062.71,16033.39,12110.85,28144.24,9318.76,9.67,27548.84
30754.93,12364.91,2713.72,15078.63,9702.59,2.11,10251.76
62792.95,21781.09,11959.16,33740.25,19879.85,3.29,29634.45
129492.73,50469.72,29016.84,79486.55,7388.21,8.32,25759.42
44908.14,9820.83,15879.98,25700.81,14270.62,6.57,9305.36
105977.92,22431.22,19998.27,42429.49,21955.34,8.54,61289.29
106942.52,28492.6,28442.42,56935.02,32835.24,5.64,33839.59
51160.29,12099.38,11809.35,23908.73,5668.92,4.39,30327.04
79224.58,24133.23,27818.74,51951.98,7325.85,9.3,23369.77
105709.92,32087.5,4031.76,36119.26,28439.04,1.33,73759.52
55521.81,17623.73,27866.39,45490.12,7337.5,8.71,5549.39
59910.49,21594.94,3837.1,25432.05,13152.76,3.08,39086.15
50457.98,20427.64,18152.08,38579.73,13265.11,8.64,7020.2
39631.08,15234.18,2936.23,18170.41,9083.88,2.25,20553.22
48768.06,10368.79,11937.46,22306.25,12571.88,6.22,24921.62
34401.49,9071.96,12583.98,21655.94,8273.12,8.99,5261.5
65852.09,16428.57,13871.44,30300.01,10709.16,5.26,43506.87
45750.67,11477.28,9848.24,21325.52,3084.62,7.72,16932.72
70844.65,21767.67,27530.75,49298.41,21913.96,8.24,20134.68
26102.61,8735.57,4393.11,13128.68,8003.92,7.63,11645.74
73272.01,17699.19,13811.4,31510.59,3783.77,9.33,21190.92
85838.22,29143.8,16974.52,46118.33,25970.46,5.02,44302.86
15156.61,5493.75,1961.27,7455.02,1892.04,2.56,6748.87
74351.41,15966.33,3051.01,19017.35,11344.74,1.43,38642.25
95691.72,26606.6,12979.0,39585.6,16478.61,3.22,32179.62
34758.97,11858.49,2588.31,14446.79,8849.54,2.29,14342.27
106814.31,31696.26,22110.24,53806.5,8539.3,6.02,49180.04
75475.48,20491.55,9503.78,29995.34,22724.19,2.66,28428.1
47374.7,11141.11,3724.87,14865.97,15466.96,1.35,28376.03
63605.77,15384.12,2939.16,18323.29,21259.12,1.32,49212.82
78958.17,17373.31,34660.62,52033.93,5896.53,8.48,30315.17
66900.13,23089.85,12576.22,35666.07,21924.94,6.32,30862.16
78468.9,16863.9,15892.08,32755.98,17109.1,4.22,29267.03
41983.16,10268.52,17690.67,27959.19,11565.72,9.05,10103.69
69234.02,13729.68,5499.33,19229.01,23049.45,1.63,44850.45
29657.14,10165.07,16634.5,26799.57,7314.46,9.82,2297.73
62219.35,12398.11,11565.43,23963.53,11383.41,6.55,32270.98
42402.31,11329.74,3330.07,14659.81,8642.1,2.65,23557.24
46611.75,15265.09,7608.01,22873.11,11992.57,7.11,16008.98
95902.33,26853.83,37174.02,64027.85,32145.2,7.87,25946.24
92282.75,23368.24,23846.09,47214.33,29240.65,4.86,32927.43
80228.45,20254.19,24972.1,45226.29,17386.98,8.75,32232.45
37692.18,12998.43,3261.68,16260.11,4406.65,2.36,22453.72
57089.79,21894.43,9182.28,31076.71,8388.81,3.51,29059.29
95327.44,24878.28,4228.32,29106.6,14689.6,1.84,72235.44
68542.92,13580.45,6311.99,19892.44,9573.05,2.9,54628.15
122983.24,26312.04,13366.77,39678.8,33463.12,3.15,63195.14
74832.95,25984.21,28210.2,54194.42,22559.59,9.26,19520.47
69801.23,20200.65,4535.88,24736.53,10205.83,1.7,34917.88
57272.09,20136.49,7731.13,27867.62,17240.36,4.85,15663.04
68338.52,22405.68,16146.89,38552.57,18515.26,5.79,33165.19
61188.25,23373.14,31861.65,55234.79,11046.69,9.09,3056.51
82702.72,31168.38,17774.75,48943.13,21479.05,9.98,17243.78
88917.56,31830.68,32512.36,64343.04,24890.94,7.78,12309.16
45350.26,13359.68,20425.83,33785.51,9800.09,9.74,4712.09
31719.18,8112.18,14722.75,22834.93,5670.59,8.08,4950.2
19094.87,5027.35,8535.82,13563.17,1357.72,9.67,3538.74
77699.78,23304.8,25946.08,49250.88,4087.42,7.37,31251.79
37415.83,12559.42,3557.23,16116.65,12300.62,1.72,22718.48
15000.0,4465.13,1990.73,6455.86,1727.36,4.62,7746.52
74714.47,24620.76,22497.73,47118.49,18514.28,6.82,29297.06
127324.99,37027.53,21894.0,58921.53,42294.72,4.16,55594.78
64848.23,21263.7,8310.08,29573.78,19083.02,3.46,39125.47
85962.27,22058.47,12348.51,34406.98,7602.05,6.2,42193.96
67045.73,18990.86,19754.58,38745.45,19356.17,9.4,13299.84
62527.76,15480.56,2417.1,17897.66,16676.4,1.31,43901.75
87976.91,32585.3,34029.57,66614.87,13221.28,7.92,22798.8
57743.14,17348.83,24353.6,41702.43,14921.87,7.5,10273.11
71684.81,18047.81,20255.85,38303.66,21207.89,9.68,23275.96
73042.45,14565.06,15841.08,30406.13,10231.18,9.38,41590.47
48297.74,15924.31,22905.21,38829.52,15188.41,7.86,6369.2
89801.06,22292.67,24077.12,46369.79,6781.17,5.68,48025.19
60626.01,24432.17,9361.53,33793.7,12685.05,2.84,23042.48
46106.37,14660.64,7269.85,21930.5,5496.46,5.91,24115.35
78412.75,20638.67,32000.1,52638.76,20831.39,7.89,17402.11
42538.3,13932.4,20495.58,34427.99,4081.75,9.06,9454.19
65704.53,17857.14,13662.02,31519.16,9998.79,8.11,24778.58
64772.03,23649.03,4838.24,28487.26,5716.75,2.76,31802.99
92147.39,22582.25,18981.91,41564.16,26999.88,6.4,46543.39
76867.46,30425.14,7997.71,38422.84,6871.46,3.99,26201.06
64374.33,20431.44,4374.44,24805.88,17457.16,1.08,27920.75
85444.16,31916.46,8655.24,40571.69,22726.29,2.8,38640.56
99755.19,21178.19,10068.63,31246.82,9027.17,2.02,47812.43
78945.26,21837.85,35481.21,57319.07,17411.08,8.58,11576.14
65258.82,22956.32,7441.32,30397.64,13001.06,3.33,37565.38
32204.09,10159.89,5535.7,15695.59,7488.84,3.56,12511.52
38372.16,9094.95,9730.98,18825.93,13054.35,9.64,15008.25
57369.38,15173.14,8421.86,23595.0,4692.18,4.41,30056.51
49762.19,12666.72,3022.42,15689.14,14881.05,1.09,38026.07
60325.72,19074.8,5973.27,25048.07,18626.48,3.55,21363.77
66416.25,17897.45,5257.93,23155.39,5764.29,2.07,41183.44
78242.32,20348.54,7361.34,27709.88,19810.05,1.93,38844.28
63237.53,15194.21,4812.33,20006.54,16328.55,1.7,49886.95
77162.54,22770.29,21965.61,44735.91,16723.61,6.34,32147.8
66611.86,15746.69,9554.43,25301.12,13328.08,2.7,24446.16
15613.34,5161.24,1369.9,6531.13,2001.6,4.25,4889.83
41516.62,10094.11,18059.67,28153.79,11001.43,8.76,6692.36
61397.81,23998.52,16286.32,40284.84,7981.02,4.82,21997.95
34757.63,8940.6,6351.03,15291.63,6104.92,9.24,14461.38
79998.22,21694.92,18553.79,40248.71,24716.34,5.48,21437.53
103268.77,25649.28,15876.17,41525.46,7876.58,4.59,31339.83
95469.05,31494.92,16256.7,47751.62,19992.67,7.75,53929.72
59663.93,20110.68,3321.78,23432.46,11682.1,1.66,39487.51
102268.15,30026.07,8734.48,38760.55,16845.51,1.81,46395.94
68716.69,14039.64,26689.32,40728.96,15694.77,6.87,24274.3
56572.85,20507.19,13652.28,34159.47,3274.3,5.38,21674.39
49664.93,20695.34,21825.23,42520.56,10007.0,8.11,5150.58
57438.26,15954.99,13206.82,29161.81,11550.86,9.25,21466.35
55295.58,17933.91,7065.24,24999.15,11579.2,4.5,22015.07
69260.41,20010.23,26179.2,46189.43,7855.84,6.37,13781.58
69014.35,18694.33,21003.32,39697.65,7888.09,5.51,15385.35
65076.15,14079.0,18605.61,32684.61,15972.52,9.83,16695.48
75923.45,22186.66,28880.4,51067.06,5992.45,8.48,13177.15
94766.16,33147.1,29917.98,63065.08,13170.86,9.21,24065.96
88738.85,17633.37,11285.62,28918.99,26705.28,3.29,57953.22
27877.55,9193.37,11752.81,20946.19,2383.43,7.95,4111.59
15000.0,5969.65,2827.82,8797.48,3220.35,3.39,4468.72
88358.0,21040.22,7278.89,28319.11,22374.68,2.88,46047.12
30828.03,6506.48,9917.28,16423.76,2881.3,9.5,7619.3
59380.86,21111.15,2183.3,23294.46,8514.99,1.17,21758.94
35747.17,7519.77,17998.45,25518.23,7578.73,9.69,7713.84
19950.49,4181.8,1621.32,5803.11,3319.57,2.34,8934.48
78536.57,22524.59,37577.88,60102.47,6303.99,8.37,14420.52
83978.88,24110.69,14911.85,39022.54,9680.31,3.48,28891.66
50587.24,19204.74,6732.21,25936.95,4369.84,4.16,28556.5
15000.0,5009.0,2097.37,7106.37,5193.39,2.95,5565.01
51343.89,13462.42,13283.41,26745.83,6249.81,6.27,18265.78
74795.1,22582.61,8930.08,31512.68,15681.92,4.13,44663.96
28027.21,10805.25,6747.97,17553.23,4792.83,6.92,10779.43
69584.0,15132.68,4779.01,19911.69,15441.68,1.14,31587.65
64617.25,15432.73,4867.64,20300.37,12821.89,1.58,30171.73
79482.29,31846.87,7260.03,39106.9,21220.51,1.9,37552.64
67989.51,26344.6,12464.27,38808.87,21490.82,4.77,27866.64
40673.28,9405.37,11921.41,21326.77,5673.1,8.33,19796.97
94914.29,22107.2,43988.64,66095.84,9513.6,8.99,25022.03
61036.76,16637.95,10667.79,27305.74,21119.37,3.2,35345.0
64317.39,13082.93,9060.86,22143.79,20140.14,6.17,32899.42
41668.3,13422.54,10050.64,23473.18,6383.38,7.92,14732.14
53917.94,11647.07,7972.45,19619.52,16996.68,3.6,28024.33
42879.93,8901.17,6588.12,15489.29,10969.94,4.68,27795.56
60676.35,17866.47,18034.57,35901.05,10905.35,5.72,15505.5
107792.71,41874.6,6363.72,48238.32,33238.55,2.21,39889.85
30702.47,8225.82,1816.03,10041.85,7994.93,1.23,23573.42
24660.97,6995.0,2495.8,9490.8,7312.51,2.38,15352.11
101779.26,40501.21,20940.35,61441.56,17919.49,6.64,40365.71
59766.91,18621.72,3512.72,22134.44,17299.51,1.66,21054.64
48273.18,12721.64,3376.45,16098.1,7951.67,2.71,28271.33
90997.62,24889.39,11172.29,36061.67,24397.22,4.04,49473.99
49859.61,11805.45,4478.75,16284.2,9140.42,1.7,36209.67
110650.24,33401.64,10359.75,43761.38,19246.72,2.73,52647.92
81948.15,23959.48,35674.14,59633.62,23412.31,9.2,19303.52
52802.21,13204.91,2818.27,16023.17,4472.87,1.17,25323.68
118932.71,27978.61,21335.73,49314.33,39393.89,6.88,74587.91
49857.13,13262.39,9066.05,22328.45,10317.5,4.46,32584.66
83552.38,25157.39,29503.36,54660.75,19957.42,7.05,23749.39
72482.31,14866.44,14135.05,29001.49,12193.5,6.3,35151.21
97543.53,22886.49,13276.47,36162.96,23833.98,3.01,43620.46
104037.78,40062.82,24787.23,64850.04,27423.22,8.62,27053.28
65800.1,20293.37,9255.49,29548.86,20421.95,5.43,32440.62
46164.55,9791.76,13433.06,23224.82,14607.5,8.4,14489.53
76499.3,25800.46,12483.97,38284.43,12166.09,4.65,34466.96
48057.12,10010.78,23777.73,33788.51,11113.6,9.86,11197.63
115334.68,39699.46,35285.88,74985.34,32986.55,7.93,40483.29
68413.38,23135.71,15322.47,38458.18,19130.37,9.69,19539.16
55866.96,19150.06,14090.09,33240.14,17590.09,5.63,21162.92
69617.01,23872.32,14799.33,38671.64,21036.28,5.26,15799.6
31321.84,6751.36,7961.32,14712.68,8606.58,7.8,14776.34
40709.65,13992.21,19121.14,33113.36,11224.34,8.92,7644.22
95010.35,22147.23,24184.6,46331.83,27569.72,9.68,47763.84
48577.64,13980.61,10310.08,24290.69,14662.3,3.92,26289.16
38827.23,15166.21,10403.25,25569.45,5858.07,8.19,7419.43
78416.32,23491.49,8974.11,32465.6,22358.13,2.9,47336.76
94642.6,36678.74,31938.43,68617.17,31833.71,5.91,20579.94
82973.83,17348.62,10522.11,27870.73,9552.33,2.62,38785.63
89901.19,25679.83,8640.63,34320.46,5939.08,4.13,41482.09
46080.12,9393.2,18472.69,27865.89,3230.06,9.38,9890.54
29454.73,8558.05,2340.86,10898.92,3275.29,2.31,19405.2
102533.34,22660.1,28483.81,51143.91,33153.95,6.69,47276.33
56933.0,13594.99,18051.32,31646.31,4797.61,6.34,15293.3
58729.17,14660.19,5066.77,19726.96,16461.22,2.09,34431.02
98204.85,34901.72,8747.67,43649.39,30624.49,3.93,33031.34
78905.75,17833.08,19386.52,37219.61,24976.66,6.07,29667.74
76397.19,27805.51,4607.06,32412.57,13199.92,2.68,24484.59
119125.06,26000.73,32990.85,58991.58,24015.41,8.21,55622.47
48912.04,10514.36,18586.73,29101.09,7175.51,9.75,9528.1
88196.0,24202.32,12381.49,36583.81,8150.59,2.93,35285.32
66425.33,26304.86,7069.58,33374.44,7333.72,2.68,22591.17
71714.81,16426.88,9892.02,26318.9,6275.9,5.09,46232.12
103211.71,23427.47,45822.02,69249.5,17629.58,7.73,27641.48
77695.89,27197.12,12469.37,39666.49,7676.57,3.53,36586.4
78457.4,20781.88,3125.04,23906.92,13598.66,1.18,38559.27
91812.68,31081.72,31392.55,62474.27,28555.85,5.87,26957.56
55876.18,14252.09,29965.69,44217.78,13715.95,9.61,6041.24
44019.76,12771.33,5497.21,18268.54,10907.7,4.52,30430.06
38879.77,9878.98,8606.12,18485.1,11041.97,4.78,15858.58
15841.09,4395.33,6931.8,11327.13,802.77,9.72,3613.12
116405.18,41786.04,23440.26,65226.29,33241.64,7.25,27821.99
37419.79,13286.61,8478.16,21764.77,4237.88,7.47,14418.04
59468.66,18408.66,16230.8,34639.46,9531.66,6.06,23707.49
58079.67,22576.82,19386.58,41963.4,8055.08,9.77,14948.46
72685.17,18261.47,27886.92,46148.38,5897.52,7.2,22292.02
85393.43,21647.62,18576.43,40224.05,8670.08,9.06,23168.0
86511.84,28095.33,35376.94,63472.27,29282.88,7.29,14366.33
50423.06,15869.66,20831.78,36701.44,11622.49,7.62,10243.54
60821.96,12235.92,11006.36,23242.27,12112.36,3.61,26841.71
72064.5,23247.15,7969.81,31216.96,19836.42,3.73,23791.11
58782.72,16612.35,23343.86,39956.2,17469.19,8.05,8712.33
105183.64,37580.18,14417.23,51997.41,8619.49,3.67,47525.11
77274.37,27055.44,21097.78,48153.22,20719.25,6.06,30103.73
83371.94,25894.05,8910.8,34804.85,27774.64,3.24,31579.03
81572.03,16587.05,36268.43,52855.47,18779.85,8.35,29090.03
94336.85,31021.75,4059.0,35080.75,22180.13,1.99,59542.07
69525.54,24823.05,28572.51,53395.55,21504.92,8.47,11167.86
32579.2,8465.94,10939.28,19405.23,8042.36,6.42,12442.71
74992.2,21474.65,9426.46,30901.12,26252.92,2.68,32178.18
48716.08,18645.1,7751.54,26396.64,6141.96,5.88,17096.13
51784.58,13600.7,5468.12,19068.82,15898.43,3.54,30478.94
79659.1,19982.31,12623.82,32606.13,18534.57,3.91,34803.43
95957.08,23309.73,14061.3,37371.03,15238.45,4.16,51514.5
65531.79,19641.24,2312.25,21953.49,20422.51,1.57,46919.21
72720.83,27834.44,15667.33,43501.77,25082.95,9.87,31869.42
107555.37,34950.41,6844.82,41795.23,7232.74,1.28,74280.68
71018.83,18337.77,11429.57,29767.35,23308.91,6.96,47184.23
130042.08,42675.58,31800.78,74476.36,14407.65,4.34,63267.92
79137.74,26249.98,20873.41,47123.39,9047.27,6.81,20622.44
20980.93,6099.89,4522.11,10622.0,1323.85,4.21,12650.37
83833.54,19232.64,14871.03,34103.67,27527.87,7.06,32720.67
74528.96,24103.08,32224.41,56327.49,20411.85,7.56,20952.72
97243.82,27992.63,15608.1,43600.74,6333.09,7.21,46811.0
81829.53,17056.63,3684.41,20741.03,19940.75,2.03,66196.51
61538.6,18210.86,9378.12,27588.98,5489.14,6.91,39331.56
34392.54,13680.42,3461.63,17142.05,9539.18,3.52,21413.11
59774.42,16570.64,2932.2,19502.85,10248.29,1.26,45109.23
43736.99,16266.14,10160.9,26427.03,2678.97,4.73,11430.57
50486.91,11036.61,7312.29,18348.9,14980.69,4.9,35366.28
79714.46,27012.37,20616.37,47628.74,17802.1,5.2,20077.53
106747.61,23469.63,40036.55,63506.18,29691.37,7.34,37611.2
74866.79,17817.13,16186.37,34003.5,19252.33,3.78,34842.27
35102.92,11724.59,3223.43,14948.02,6577.49,3.84,17847.58
76115.07,24068.99,2921.86,26990.85,20002.65,1.54,49850.42
94915.79,33295.52,16718.59,50014.11,5288.81,7.18,33346.08
49755.43,16238.24,10784.27,27022.5,7580.5,6.11,16979.37
61649.57,19127.98,10497.58,29625.56,17544.34,4.14,30403.41
65367.2,24432.41,19059.35,43491.76,18158.92,7.35,20619.37
45377.54,13934.26,8125.13,22059.39,14772.97,5.84,18982.86
81207.01,20804.37,19595.58,40399.95,18919.01,5.22,22063.22
61976.3,14104.64,11433.61,25538.25,20521.84,5.6,23594.22
75488.31,21670.32,17657.35,39327.67,16351.55,6.73,41637.77
42812.7,14843.53,6878.38,21721.92,8423.73,6.94,23412.46
54063.54,10565.8,8676.65,19242.45,6063.65,3.6,33325.91
83059.53,18291.66,8785.62,27077.28,23456.1,2.27,35861.0
55679.17,13093.05,6015.04,19108.09,14318.74,2.41,22278.55
108174.1,33583.2,41367.23,74950.44,20628.68,6.75,37975.59
55009.1,14814.27,24926.11,39740.38,4402.15,8.86,17538.29
70617.12,16185.89,9570.85,25756.74,5989.11,4.69,33948.88
88314.77,28923.44,6648.03,35571.47,7684.47,2.53,49409.63
29540.86,10253.34,12610.13,22863.47,4522.41,7.81,6972.72
20979.78,5989.62,8963.4,14953.01,1749.35,8.49,1962.44
26858.59,9175.19,12795.9,21971.09,8213.91,8.93,2779.84
96564.6,21902.97,30095.34,51998.3,30940.32,6.46,50734.33
51203.55,19525.55,13746.67,33272.21,15676.14,8.75,17656.69
128954.98,34051.19,7495.54,41546.73,30090.0,1.14,61276.84
50893.81,20291.53,2673.25,22964.77,11574.6,1.97,33118.38
69613.78,26897.16,4507.82,31404.98,21675.0,1.83,26533.93
103552.75,36960.04,26210.18,63170.22,17761.81,7.41,25450.91
115152.32,23082.22,8081.41,31163.64,7607.23,1.63,48453.24
116537.59,36515.92,24982.12,61498.05,22273.05,5.47,31057.39
95209.16,20410.3,19040.07,39450.37,20325.37,5.25,56718.03
90601.56,33469.36,14177.72,47647.08,19567.91,3.8,28178.93
79813.17,29267.77,25640.16,54907.93,8068.78,8.83,26051.1
84459.03,33408.07,6016.31,39424.38,23727.03,2.53,50657.86
51220.36,16490.96,9974.53,26465.49,13400.12,4.17,14101.45
44545.03,14108.24,18280.69,32388.93,5238.82,7.97,10135.22
64915.64,20156.82,3381.37,23538.19,14206.67,1.27,43030.39
60745.38,16463.14,19224.31,35687.45,17471.11,7.06,24680.41
53669.3,15539.82,18550.17,34089.99,2721.86,8.35,11868.62
82409.69,26398.29,17667.76,44066.05,10707.96,9.39,27415.19
88882.63,33628.87,29336.37,62965.23,17175.62,8.89,23093.3
67210.17,21741.23,4742.02,26483.25,20706.4,3.87,37884.77
101938.25,38058.32,29735.7,67794.02,29156.64,6.28,36515.94
36457.77,13962.98,2273.12,16236.1,3533.1,1.7,9774.87
60158.51,18914.95,5012.9,23927.85,11868.27,3.32,29674.21
47079.44,13074.86,3512.75,16587.61,6535.48,1.85,33816.57
18336.58,6444.57,4457.06,10901.62,3086.96,3.84,8653.49
62932.98,17159.69,18806.86,35966.55,13346.67,8.88,15035.03
61956.31,13246.92,15247.14,28494.07,12297.31,4.12,30094.46
102836.24,28820.03,36347.97,65168.0,9728.93,6.06,19330.8
80770.29,31628.25,20491.82,52120.08,7347.46,4.9,21314.85
39395.33,8307.13,10556.11,18863.24,3168.45,5.13,17605.18
111352.31,38045.29,39677.94,77723.23,33484.56,9.73,24031.7
95525.84,35397.65,12523.03,47920.68,5596.83,3.67,45041.27
79552.44,26416.43,31170.48,57586.92,8928.22,6.65,10061.4
59337.9,18928.57,9977.44,28906.01,20070.42,4.78,33643.69
41014.02,14097.11,1472.31,15569.42,3002.35,1.55,19191.75
55694.83,15189.94,8110.46,23300.4,3410.84,5.4,19527.8
92218.72,20382.27,37295.93,57678.2,15422.88,8.32,25766.72
112114.66,44144.5,7727.38,51871.88,10626.19,1.89,53170.47
103581.09,28946.98,4738.08,33685.06,22714.17,1.63,38207.88
52778.76,18269.3,6536.26,24805.56,7980.86,2.38,29752.15
